1,"Keigo Higashino Collection Box: The Devotion of Suspect X, Salvation of a Saint, Malice",4.41,184 ratings,18 reviews,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1636180355l/32058483._SX318_.jpg,Keigo Higashino
2,The Miracles of the Namiya General Store,4.45,"17,411 ratings","3,312 reviews","When three delinquents hole up in an abandoned general store after their most recent robbery, to their great surprise, a letter drops through the mail slot in the store's shutter. This seemingly simple request for advice sets the trio on a journey of discovery as, over the course of a single night, they step into the role of the kindhearted former shopkeeper who devoted hi  ...more",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1564085721l/44287550.jpg,"Keigo Higashino, Sam Bett (Translator)"
3,The Devotion of Suspect X,4.15,"46,371 ratings","6,277 reviews","Yasuko lives a quiet life, working in a Tokyo bento shop, a good mother to her only child. But when her ex-husband appears at her door without warning one day, her comfortable world is shattered.  When Detective Kusanagi of the Tokyo Police tries to piece together the events of that day, he finds himself confronted by the most puzzling, mysterious circumstances he has ever  ...more",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312051518l/8686068.jpg,"Keigo Higashino, Alexander O. Smith (Translator)"
4,Newcomer,4.05,"6,660 ratings","1,201 reviews","Detective Kyoichiro Kaga of the Tokyo Police Department has just been transferred to a new precinct in the Nihonbashi area of Tokyo. Newly arrived, but with a great deal of experience, Kaga is promptly assigned to the team investigating the murder of a woman. But the more he investigates, the greater number of potential suspects emerges. It isn’t long before it seems nearl  ...more",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1530346547l/33602102._SY475_.jpg,"Keigo Higashino, Giles Murray (Translator)"
5,Salvation of a Saint,3.98,"15,739 ratings","2,129 reviews","In 2011, The Devotion of Suspect X was a hit with critics and readers alike. The first major English language publication from the most popular bestselling writer in Japan, it was acclaimed as “stunning,” “brilliant,” and “ingenious.” Now physics professor Manabu Yukawa—Detective Galileo—returns in a new case of impossible murder, where instincts clash with facts and theor     ...more",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1495618717l/13506866._SX318_.jpg,"Keigo Higashino, Alexander O. Smith (Translator)"
6,Malice,4.01,"17,527 ratings","2,767 reviews","Acclaimed bestselling novelist Kunihiko Hidaka is found brutally murdered in his home on the night before he's planning to leave Japan and relocate to Vancouver. His body is found in his office, a locked room, within his locked house, by his wife and his best friend, both of whom have rock solid alibis. Or so it seems.  At the crime scene, Police Detective Kyoichiro Kaga re      ...more",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1497270264l/20613611._SY475_.jpg,"Keigo Higashino, Alexander O. Smith (Translator)"
7,The Name of the Game is a Kidnapping,3.75,"2,254 ratings",411 reviews,"Sakuma is a high-profile ad agent who was about to land one of the biggest gigs of his career. But he was betrayed by the owner of the company that just hired him.  Down on his luck and now on his way out career-wise, he planned to go publically chew out the man who brough him down. Instead, upon uncovering a deep secret, he devises a plan to bring down his new rival in a tw  ...more",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1488294138l/28823155.jpg,Keigo Higashino
8,Journey Under the Midnight Sun,4.33,"12,136 ratings","1,722 reviews","When a man is found murdered in an abandoned building in Osaka in 1973, unflappable detective Sasagaki is assigned to the case. He begins to piece together the connection of two young people who are inextricably linked to the crime; the dark, taciturn son of the victim and the unexpectedly captivating daughter of the main suspect. Over the next twenty years we follow their  ...more",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386409101l/19256975.jpg,"Keigo Higashino, Alexander O. Smith (Translator)"
9,白夜行 下,4.57,496 ratings,24 reviews,Traditional Chinese first edition can be found HERE  「在我們的頭上沒有太陽，一直都是夜晚， 但是卻不覺得黑暗，因為有能代替太陽的人在。」  他們為什麼如此輕易地抹煞別人的性命？ 他們為什麼毫無愧疚地奪取別人的靈魂？  一九七三年，大阪的廢棄大樓發現了一具他殺屍體，被害者之子桐原亮司與嫌疑犯之女西本雪穗，就此走上截然不同的道路。  桐原亮司拉皮條、盜賣電玩軟體、隱姓埋名竊取商業機密，不斷向下淪落；雪穗由親戚收養，就讀明星學校，成為同學豔羨的對象，儼如上流名媛。  然而，兩人身邊的人卻紛紛遭遇不幸，甚至死於非命，這是命運無情的操弄，還是潛藏著駭人的真相？  因為脆弱的純真受到傷害，所以必須捨棄而堅強，因為堅強，所以必須自過去、自記憶逃亡，從人間的律法道德，一直到狼狽不已、泯滅人性。              ...more,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1341936865l/15745357.jpg,"Keigo Higashino, 東野圭吾, 劉姿君 (Translator)"
10,Ảo Dạ,3.75,873 ratings,160 reviews,"Để thoát một khoản nợ, Masaya đã lợi dụng trận động đất kinh hoàng để giết chết ông cậu rồi dàn dựng thành một vụ tai nạn. Nhưng tất cả không qua được mắt Mifuyu, cô gái bí ẩn nhà hàng xóm. Mang theo bí mật của Masaya, Mifuyu cùng anh lên Tokyo, bỏ lại sau lưng một Kyoto hoang tàn sau cơn địa chấn.  Song ở nơi đô hội là một chuỗi bi kịch nối tiếp nhau, nơi bóng đen của tội á    ...more",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1521615917l/39336320._SY475_.jpg,"Keigo Higashino, Bảo Ngọc (dịch)"
11,"Higashino Keigo no nazo : Higashino sakuhin no kenkyuÌ„, koÌ„satsu shuÌ„sei",0.00,0 ratings,0 reviews,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1556702183l/45422650._SX318_.jpg,Higashino Sakuhin KenkyuÌ„kai.
12,Thư,4.13,"1,291 ratings",264 reviews,"Tác phẩm là một áng văn trần trụi ngột ngạt ứa ra từ người tù sau song sắt.  Lâu nay, nếu có giai thoại gì về người tù, thì đó thường là một người tù kiên trì, có thành tựu.  Ví như kiên trì rèn sức khi bị giam, và tạo ra một giáo trình thể hình hiệu quả…  Ví như chịu khó đa dạng hóa cách vượt ngục, dù liên tục bị bắt về…  Ví như kiên trì đào tường hàng chục năm ròng, chỉ bằng một                ...more",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1573913458l/48837691._SY475_.jpg,"Keigo Higashino, Thu Hiền (Translator)"
13,Naoko,3.88,"4,561 ratings",723 reviews,"Naoko, a major bestseller and film in Japan, is a poignant and wily take on gender relations from a master of the detective story. Expertly and seamlessly interweaving the real and the unreal, Naoko involves a regular guy whose world is rocked when his wife dies in a bus accident. His young daughter survives, but seems to be inhabited by her mother’s personality.",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388963920l/201271.jpg,"Keigo Higashino, Kerim Yasar (Translator)"
14,A Midsummer's Equation,3.92,"6,470 ratings",859 reviews,"Manabu Yukawa, the physicist known as ""Detective Galileo,"" has traveled to Hari Cove, a once-popular summer resort town that has fallen on hard times. He is there to speak at a conference on a planned underwater mining operation, which has sharply divided the town. One faction is against the proposed operation, concerned about the environmental impact on the area, known fo    ...more",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441224440l/23847971.jpg,"Keigo Higashino, Alexander O. Smith (Translator)"
15,Ngôi Nhà Của Người Cá Say Ngủ,3.76,777 ratings,168 reviews,Tác phẩm kỉ niệm 30 năm cầm bút của Bậc thầy trinh thám số 1 Nhật Bản. Đồng thời được vinh danh trong top 10 sách văn học bán chạy nhất năm 2015 và 2016 theo thống kê từ NIPPAN.  Nhà văn Keigo Higashino trở lại với một tác phẩm về tâm lý xã hội và y học đầy trăn trở và suy tư. Vẫn còn đó sự tò mò và hồi hộp nhưng lại thêm vào những diễn biến tâm lý xã hội sâu sắc về ranh giớ                ...more,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1494094148l/35076744._SX318_.jpg,"Keigo Higashino, Đỗ Nguyên (Translator)"
16,Silent Parade,3.95,"2,290 ratings",404 reviews,"Detective Galileo, Keigo Higashino’s best loved character from The Devotion of Suspect X, returns in a complex and challenging mystery—several murders, decades apart, with no solid evidence.  A popular young girl disappears without a trace, her skeletal remains discovered three years later in the ashes of a burned out house. There’s a suspect and compelling circumstantial ev    ...more",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1618689060l/56269004.jpg,"Keigo Higashino, Giles Murray (Translator)"
17,Thánh Giá Rỗng,3.91,"1,269 ratings",219 reviews,"“Thánh giá rỗng” là câu chuyện xoay quanh hai vụ án mạng tàn khốc trong cùng một gia đình. Ngày 21 tháng 9 của mười một năm về trước, cô bé Manami ngây thơ, vô tội đã bị sát hại tại nhà riêng. Đúng mười một năm sau, mẹ cô bé - Sayoko, cũng bị giết hại dã man trên con đường thuộc quận Koto. Nakahara - một người chồng, một người cha bất hạnh đã hai lần phải cảm nhận nỗi đau  ...more",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631090942l/32319351._SX318_.jpg,"Keigo Higashino, Nguyễn Hải Hà (Translator)"
18,流星の絆 [Ryuusei no Kizuna],4.11,618 ratings,71 reviews,惨殺された両親の仇討ちを流星に誓いあった三兄妹。 「兄貴、妹(あいつ)は本気だよ。俺たちの仇の息子に惚れてるよ」 14年後――彼らが仕掛けた復讐計画の最大の誤算は、妹の恋心だった。,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360319743l/3190020.jpg,"Keigo Higashino, 東野 圭吾"
19,Hoa Mộng Ảo,3.66,"1,119 ratings",192 reviews,"Một ngày thu, viên cảnh sát trẻ Shinichi trên đường ra ga tàu điện để tới sở làm, gặp một kẻ điên đang tàn sát nhiều người trên phố. Anh bị hắn dùng kiếm chém chết.  Mấy chục năm sau, ông cụ Shuji sống một mình trong căn hộ nhỏ cũng bị giết. Tài sản trong nhà không mất mát gì, trừ một chậu hoa lạ lùng không có tên.  Quyết làm rõ nguyên nhân cái chết của ông nội, Rino kiên nhẫn    ...more",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1491322571l/34797921._SX318_.jpg,"Keigo Higashino, H.M (Translator)"
20,La Maison où je suis mort autrefois,3.91,764 ratings,122 reviews,"Sayaka Kurahashi va mal. Mariée à un homme d'affaires absent, mère d'une fillette de trois ans qu'elle maltraite, elle a déjà tenté de mettre fin à ses jours. Et puis il y a cette étonnante amnésie: elle n'a aucun souvenir avant l'âge de cinq ans. Plus étrange encore, les albums de famille ne renferment aucune photo d'elle au berceau, faisant ses premiers pas... Quand, à l ...more",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1644850752l/8482583._SY475_.jpg,"Keigo Higashino, Yutaka Makino (Translator)"
21,Biến Thân,3.72,378 ratings,81 reviews,"Một thanh niên trung hậu hiền lành, hiền đến nỗi chẳng mấy khi phản đối lời người khác, không may may gặp tai bay vạ gió. Người ta đưa cậu vào bệnh viện, tiến hành một ca phẫu thuật lần đầu tiên xuất hiện trên thế giới.  Ra viện, thanh niên trở lại với công việc, với người yêu dịu dàng. Nhưng cậu không còn hiền lành, trung hậu, cũng không nín nhịn nữa. Cậu trở nên hung hãn,  ...more",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1594254289l/54447344._SY475_.jpg,"Keigo Higashino, Cẩm Hương (Translator)"
22,Đơn phương,3.94,366 ratings,75 reviews,"“Tớ đang bị truy lùng.” Mitsuki thở hắt ra một cái. “Hả?” Tetsuro nói. Anh nghĩ mình nghe nhầm ở chỗ nào đó. “Bị truy lùng?” “Đúng vậy, bị truy lùng. Nói chính xác thì giờ này họ đã bắt đầu truy bắt tớ rồi… có lẽ thế.” Mitsuki gật gù tỏ vẻ chắc chắn. “Cảnh sát ấy, việc họ bắt được tớ chỉ còn là vấn đề thời gian thôi. Sau đó mọi chuyện sẽ kết thúc.” “Cảnh sát á? Hiura, cậu…” T                ...more",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1577069710l/49748522._SY475_.jpg,"Keigo Higashino, Yên Châu (Translator)"
23,"Heads, Band 1",3.84,115 ratings,9 reviews,"Es braucht nur eine Sekunde, um ein Leben schlagartig zu verändern. Junichi Naruse ist zur falschen Zeit am falschen Ort. Er wird Opfer eines brutalen Überfalls, die abgefeuerte Kugel durchschlägt seinen Kopf. Mit modernster Technik wird eine Hirntransplantation - die erste in der Geschichte der Medizin - durchgeführt. Es grenzt an ein Wunder, dass der Patient vollständig ...more",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351443458l/2902138.jpg,"Keigo Higashino, Motorō Mase"
24,Trái Tim Của Brutus,3.60,400 ratings,89 reviews,"Suenaga Takuya là một kĩ sư triển vọng trong lĩnh vực phát triển người máy thông minh cho một doanh nghiệp sản xuất thiết bị công nghiệp cực thịnh. Hắn là một kẻ tham vọng, luôn tìm mọi cách để leo lên và đang nhắm tới vị thế con rể của Phó giám đốc công ty. Ai dè, mọi tính toán của hắn trật lất khi cô nhân tình mang thai và khăng khăng không định bỏ đứa trẻ. Takuya bị dồn  ...more",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1599314591l/55238375._SX318_.jpg,"Keigo Higashino, Nguyễn Quang Phương (Translator)"
25,Hung khí hoàn mỹ,3.31,249 ratings,69 reviews,"Từng là những vận động viên thể thao đã chạm đến đỉnh vinh quang nhưng Anjo Takuma, Niwa Junya, Hiura Yusuke và Sakura Shoko lại cùng nhau chia sẻ một phần quá khứ đáng chôn vùi. Để bảo vệ tương lai của họ, một vụ sát hại đã xảy ra với người biết rõ điều bí mật, cùng mọi dữ liệu liên quan bị tiêu hủy. Kế hoạch tưởng chừng đã êm xuôi và mọi chuyện sẽ mãi mãi chìm vào tro bụ   ...more",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1622865876l/58263100._SX318_.jpg,"Keigo Higashino, Vũ Bích Lệ Thủy (Translator)"
26,虚像の道化師 [Kyozo No Dokeshi],3.84,122 ratings,21 reviews,東野圭吾の代表作、「ガリレオシリーズ」の最新短編集。 ビル5階にある新興宗教の道場から、信者の男が転落死した。その場にいた者たちは、男が何かから逃れるように勝手に窓から飛び降りたと証言し、教祖は相手に指一本触れないものの、自分が強い念を送って男を落としてしまったと自首してきた。教祖の“念”は本物なのか? 湯川は教団に赴きからくりを見破る(「幻惑(まどわ)す」)。突然暴れだした男を取り押さえようとして草薙が刺された。逮捕された男は幻聴のせいだと供述した。そして男が勤める会社では、ノイローゼ気味だった部長が少し前に自殺し、また幻聴に悩む女子社員もいた。幻聴の正体は――(「心聴(きこえ)る」)。大学時代の友人の結婚式のために、山中のリゾートホテルにやって来た湯川と草薙。その日は天候が荒れて道が崩れ、麓の町との行き来が出来なくなる。ところがホテルから  ...more,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381255255l/16298361.jpg,"Keigo Higashino, 東野 圭吾"
27,白夜行 上,4.49,621 ratings,30 reviews,Traditional Chinese first edition can be found HERE  「在我們的頭上沒有太陽，一直都是夜晚， 但是卻不覺得黑暗，因為有能代替太陽的人在。」  在白夜裡，沒有人性這種東西！ 一部刻劃童年傷痕的悲傷物語，一個深不見底的惡意深淵，一段至死方休的遁逃之旅，一首燃盡生命的愛情戀歌，以及，永無止境的闃暗白夜……      ...more,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1341668911l/15740357.jpg,"Keigo Higashino, 東野圭吾, 劉姿君 (Translator)"
28,放學後,3.76,917 ratings,114 reviews,「你在什麼時候會恨一個人？」  因為變調的愛情、破裂的友誼，或是無地自容的屈辱？  然而，對她們來說，當美麗、純粹、真實的事物被破壞，重視的回憶和夢想被摧毀時，恨意便開始萌發，恣意地蔓延開來......  推理評論家傅博專文導讀｜第三十一屆江戶川亂步獎得獎作品  星期天的早晨，我隨著人潮站在月台邊緣，冷不防有人從旁撞來。我失去平衡，差點跌落鐵軌。隨後，列車疾駛而過。  星期一放學後，我游完泳進入淋浴間沖洗，瞥見拳頭大小的白色盒子沉在深達腳踝的積水中。那是一百伏特家用延長線的插座，另一端連結在電源上。為什麼我還能平安無事？檢查電源箱，保險線路顯示電流量過載而短路彈開。  星期二放學後，一件從高處墜下的黑色物體，落在我剛才走過的地方，摔了個稀巴爛。那是一盆天竺葵。再早個幾秒落下，那就會是一盆血紅的天竺葵了。  星期四放學後，一具冰冷的屍體倒                          ...more,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1288710970l/9633534.jpg,"Keigo Higashino, 東野圭吾, 張秋明 (Translator)"
29,Black Showman dan Pembunuhan di Kota Tak Bernama,3.96,725 ratings,208 reviews,"Pembunuhan bisa terjadi di mana saja, termasuk di sebuah kota kecil, terpencil, dan nyaris terlupakan di tengah pandemi Covid-19.  Seorang mantan guru SMP ditemukan tewas tercekik di halaman rumahnya sendiri. Polisi tidak tahu apakah ini pembunuhan terencana, pembunuhan tak disengaja, atau aksi pencurian yang berakhir dengan pembunuhan. Korban adalah guru yang disegani. Sete      ...more",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1639776770l/59842337.jpg,"Keigo Higashino, Milka Ivana (Translator)"
30,Trứng Chim Cúc Cu Này Thuộc Về Ai?,3.31,407 ratings,78 reviews,"Hida Hiromasa từng là tuyển thủ Olympic đại diện Nhật Bản trong bộ môn trượt tuyết. Nối nghiệp ước mơ trở thành tuyển thủ số một Nhật Bản và vươn tầm quốc tế, con gái ông, Hida Kazami hiện cũng là một hạt giống tiềm năng được trung tâm nghiên cứu thể thao Shinsei chú ý. Để cố gắng giữ bí mật về xuất thân của cô con gái, Hiromasa đã từ chối mọi ý định tiếp cận hòng nghiên c    ...more",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1523244232l/39721754._SX318_.jpg,"Keigo Higashino, Nguyễn Hải Hà (Translator)"
31,Trước Khi Nhắm Mắt,3.41,706 ratings,158 reviews,"Minae mở to mắt, cố nhìn xem chuyện gì đang diễn ra.  Khi ấy, “thứ đó” ở ngay trước mắt cô.  “Thứ đó” là bộ hãm xung của ô tô. Cái hãm xung đó đang cố nuốt trọn cơ thể cô... Xương sườn cô gãy răng rắc, dạ dày, nội tạng như đang vỡ tung. Mọi việc diễn biến như thước phim quay chậm. Minae hiểu ra cái ô tô đang cố nghiền nát mình. Sau lưng cô có một bức tường, cô đang bị kẹp giữa        ...more",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1521267289l/39303192._SX318_.jpg,"Keigo Higashino, Phương Chi (Translator)"
32,眠りの森 [nemuri no mori],3.61,293 ratings,37 reviews,美貌のバレリーナが男を殺したのは、ほんとうに正当防衛だったのか?完璧な踊りを求めて一途にけいこに励む高柳バレエ団のプリマたち。美女たちの世界に迷い込んだ男は死体になっていた。若き敏腕刑事・加賀恭一郎は浅岡未緒に魅かれ、事件の真相に肉迫する。華やかな舞台の裏の哀しいダンサーの悲恋物語。,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360326431l/1995979.jpg,"Keigo Higashino, 東野 圭吾"
